ASV,Kingdom,Phylum,Class,Order,Family,Genus,S23,S24,S25,S26,S27,S28,S29,S37,S38,S39,S40,S41,S42,S43
ASV_ 40,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,193,0,0,0,0,4592,408,43,0,0,0,1036,50,24
ASV_ 400,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,0,42,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 401,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,42,0,0,0,0,0,0,0,0
ASV_ 402,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,0,0,0,0,0,0,0,0,0,0,0,0,42,0
ASV_ 403,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,0,0,0,23,0,0,0,18,0,0,0,0,0,0
ASV_ 404,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,0,0,0,0,41,0,0,0,0,0,0,0,0,0
ASV_ 405,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,0,0,0,0,0,41,0,0,0,0,0,0,0,0
ASV_ 406,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA,0,0,0,0,0,0,0,0,41,0,0,0,0,0
ASV_ 407,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya,0,0,40,0,0,0,0,0,0,0,0,0,0,0
ASV_ 408,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Chitinilyticum,0,0,0,0,40,0,0,0,0,0,0,0,0,0
ASV_ 409,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,0,0,0,0,0,0,0,0,0,0,40,0,0,0
ASV_ 41,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,1738,297,900,480,440,215,93,834,0,422,121,237,324
ASV_ 410,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0,0,0,0,0,29,10,0,0,0,0,0,0,0
ASV_ 411,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,NA,0,0,0,0,0,0,39,0,0,0,0,0,0,0
ASV_ 412,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,0,0,39,0,0,0,0,0,0
ASV_ 413,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Vulcaniibacterium,0,0,0,0,0,0,0,0,0,0,0,0,39,0
ASV_ 414,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,0,0,0,0,38,0,0,0,0,0,0,0,0,0
ASV_ 415,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA,0,0,0,0,0,38,0,0,0,0,0,0,0,0
ASV_ 416,Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA,0,0,0,0,0,0,0,0,0,0,38,0,0,0
ASV_ 417,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,0,0,0,0,0,0,0,0,0,15,0,0,23
ASV_ 418,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerococcus,0,0,0,0,37,0,0,0,0,0,0,0,0,0
ASV_ 419,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,37,0,0,0,0,0,0
ASV_ 42,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,20,3618,625,953,364,0,49,10,71,0,110,0,0,69
ASV_ 420,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,0,0,0,0,0,0,36,0,0,0,0,0,0,0
ASV_ 421,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,0,0,0,36,0,0,0
ASV_ 422,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,0,0,0,0,0,0,0,0,0,0,0,0,0,36
ASV_ 423,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,15,20,0,0,0,0,0,0,0,0,0
ASV_ 424,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,0,0,0,0,21,0,0,0,0,0,14,0,0,0
ASV_ 425,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,0,35,0,0,0,0,0,0,0,0
ASV_ 426,Bacteria,Planctomycetota,Phycisphaerae,S-70,NA,NA,0,0,0,0,0,0,35,0,0,0,0,0,0,0
ASV_ 427,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,0,0,0,34,0,0,0,0,0,0,0
ASV_ 428,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,0,0,0,0,0,0,0,0,34,0,0,0,0,0
ASV_ 429,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,0,33,0,0,0,0,0,0,0,0,0,0,0,0
ASV_ 43,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Crenobacter,290,1363,113,1004,847,0,75,490,255,306,295,62,46,448
ASV_ 430,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,0,0,0,0,33,0,0,0,0,0,0,0,0,0
ASV_ 431,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,33
ASV_ 432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,0,16,0,16,0,0,0,0,0,0,0,0,0,0
ASV_ 433,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,0,0,19,6,0,0,0,0,0,0,7,0,0,0
ASV_ 434,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,0,0,0,6,0,0,0,0,0,0,11,0,0,15
ASV_ 435,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,0,0,0,0,32,0,0,0,0,0,0,0,0,0
ASV_ 436,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,0,0,0,0,0,0,32,0,0,0,0,0,0,0
ASV_ 437,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,0,0,0,0,0,0,32
ASV_ 438,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,0,0,0,0,31,0,0,0,0,0,0,0,0,0
ASV_ 439,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,0,0,0,0,31,0,0,0,0,0,0,0,0,0
ASV_ 44,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,1770,0,27,47,181,819,455,11,120,344,240,176,507,845
ASV_ 440,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0,20,0,10,0,0,0,0,0,0,0,0,0,0
ASV_ 441,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,0,0,0,30,0,0,0,0,0,0,0,0,0,0
ASV_ 442,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,0,0,0,0,0,0,30,0,0,0,0,0,0,0
ASV_ 443,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,0,0,0,0,0,0,13,0,17,0,0,0,0,0
ASV_ 444,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,0,0,0,0,0,0,0,0,30,0,0,0,0,0
ASV_ 445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,0,0,0,0,0,0,0,0,5,9,0,10,6,0
ASV_ 446,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,0,0,0,0,0,0,0,0,0,29,0,0,0,0
ASV_ 447,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,0,0,0,0,0,0,0,0,0,12,6,11,0,0
ASV_ 448,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,0,0,0,23,5,0,0,0,0,0,0,0,0,0
ASV_ 449,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,0,0,0,0,0,0,28,0,0,0,0,0,0,0
ASV_ 45,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,NA,414,468,0,344,344,0,186,0,205,697,674,126,1185,817
ASV_ 450,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,10,0,0,0,0,0,18
ASV_ 451,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,0,0,0,0,0,0,0,0,28,0,0,0,0,0
ASV_ 452,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,0,0,0,28,0,0,0
ASV_ 453,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,28
ASV_ 454,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,0,0,0,27,0,0,0,0,0,0,0,0,0,0
ASV_ 455,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,0,0,16,10,0,0,0,0,0,0,0,0,0,0
ASV_ 456,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,0,0,0,26,0,0,0,0,0,0,0,0,0,0
ASV_ 457,Bacteria,NA,NA,NA,NA,NA,0,0,0,26,0,0,0,0,0,0,0,0,0,0
ASV_ 458,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,0,0,8,0,0,0,0,0,0,18,0,0,0
ASV_ 459,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0,0,0,26,0,0,0,0,0,0,0,0,0
ASV_ 46,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,2972,134,827,767,0,53,0,510,0,48,0,0,32
ASV_ 460,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0,0,0,0,0,0,0,6,9,0,0,0,11,0
ASV_ 461,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,0,0,0,0,0,0,0,0,10,0,16,0,0,0
ASV_ 462,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,0,0,0,25,0,0,0,0,0,0,0,0,0,0
ASV_ 463,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,0,0,0,25,0,0,0,0,0,0,0,0,0,0
ASV_ 464,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,F0058,0,0,0,0,25,0,0,0,0,0,0,0,0,0
ASV_ 465,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0,0,0,0,0,25,0,0,0,0,0,0,0,0
ASV_ 466,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,0,0,0,0,0,0,25,0,0,0,0,0,0,0
ASV_ 467,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,0,0,0,0,24,0,0,0,0,0,0,0,0,0
ASV_ 468,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,0,0,0,0,23,0,0,0,0,0,0,0,0,0
ASV_ 469,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,0,0,0,23,0,0,0,0,0,0,0,0,0
ASV_ 47,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,58,2638,668,79,96,785,129,0,0,503,38,0,180,68
ASV_ 470,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,0,0,0,0,23,0,0,0,0,0,0,0,0,0
ASV_ 471,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus,0,0,0,0,0,0,23,0,0,0,0,0,0,0
ASV_ 472,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,0,0,0,0,0,0,0,23,0,0,0,0,0,0
ASV_ 473,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,0,0,0,0,22,0,0,0,0,0,0,0,0,0
ASV_ 474,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,0,0,0,0,10,0,0,0,12,0,0,0,0,0
ASV_ 475,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerosalibacter,0,0,0,0,0,0,22,0,0,0,0,0,0,0
ASV_ 476,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pannonibacter,0,0,0,0,0,0,0,7,15,0,0,0,0,0
ASV_ 477,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,0,0,0,0,21,0,0,0,0,0,0,0,0,0
ASV_ 478,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,0,0,0,0,21,0,0,0,0,0,0,0,0,0
ASV_ 479,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,NA,0,0,0,0,0,0,21,0,0,0,0,0,0,0
ASV_ 48,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,42,2634,586,497,192,35,175,83,211,60,338,79,73,144
ASV_ 480,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,21,0,0,0
ASV_ 481,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Nordella,0,10,0,5,0,0,0,0,5,0,0,0,0,0
ASV_ 482,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,0,0,0,20,0,0,0,0,0,0,0,0,0,0
ASV_ 483,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,0,0,0,20,0,0,0,0,0,0,0,0,0,0
ASV_ 484,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,0,0,0,0,20,0,0,0,0,0,0,0,0,0
ASV_ 485,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0,0,0,0,11,0,0,0,0,0,9,0,0,0
ASV_ 486,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,20,0,0,0,0,0,0,0
ASV_ 487,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Phreatobacter,0,0,0,0,0,0,0,0,20,0,0,0,0,0
ASV_ 488,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,0,0,0,0,0,0,0,0,0,20,0,0,0
ASV_ 489,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,0,0,0,20,0,0,0
ASV_ 49,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,0,0,0,0,0,0,0,0,249,0,654,803,419,2077
ASV_ 490,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,0,0,0,0,0,0,0,0,0,0,11,9,0,0
ASV_ 491,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ASV_ 492,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ASV_ 493,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,0,1,2,0,1,6,4,0,0,0,5,0,0,0
ASV_ 494,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,0,0,0,19,0,0,0,0,0,0,0,0,0,0
ASV_ 495,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,0,0,0,8,0,0,0,0,0,0,11,0,0,0
ASV_ 496,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,0,0,0,0,19,0,0,0,0,0,0,0,0,0
ASV_ 497,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,0,0,0,0,0,0,19,0,0,0,0,0,0,0
ASV_ 498,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,0,0,0,0,0,0,19,0,0,0,0,0,0,0
ASV_ 499,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus,0,0,0,0,0,0,0,0,19,0,0,0,0,0
ASV_ 5,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,89,9517,6394,46719,25952,1256,11022,5793,8141,1279,14841,2225,3422,14309
ASV_ 50,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA,0,0,0,39,0,0,0,72,0,662,1016,422,1534,374
ASV_ 500,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,0,0,0,0,0,0,0,0,0,0,0,19,0,0
ASV_ 501,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ASV_ 502,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,0,0,0,18,0,0,0,0,0,0,0,0,0,0
ASV_ 503,Bacteria,Chloroflexi,NA,NA,NA,NA,0,0,0,0,12,0,0,0,6,0,0,0,0,0
ASV_ 504,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,0,0,0,0,0,0,0,18,0,0,0,0,0,0
ASV_ 505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,0,0,0,0,0,0,0,0,18,0,0,0,0,0
ASV_ 506,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,0,0,0,0,0,0,0,0,18,0,0,0,0,0
ASV_ 507,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,0,0,0,0,0,0,0,0,0,0,18,0,0,0
ASV_ 508,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,0,0,0,0,0,0,0,0,0,0,0,0,18,0
ASV_ 509,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ASV_ 51,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,18,1179,594,417,301,88,316,18,168,91,319,43,148,218
ASV_ 510,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,4,0,0,0,0,0,13,0,0,0,0,0,0,0
ASV_ 511,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azospira,0,0,17,0,0,0,0,0,0,0,0,0,0,0
