sample,readsNums,Name,Experiment,Alpha,value
S40,148224,S40,S40,Shannon,2.90806318843238
S40,151312,S40,S40,Shannon,2.9084699857887
S40,154400,S40,S40,Shannon,2.90860375544105
S40,154400,S40,S40,Shannon,2.90860375544105
S41,3088,S41,S41,Shannon,2.66082714829199
S41,6176,S41,S41,Shannon,2.65492906589416
S41,9264,S41,S41,Shannon,2.66944053598097
S41,12352,S41,S41,Shannon,2.6724132054381
S41,15440,S41,S41,Shannon,2.6777917476904
S41,18528,S41,S41,Shannon,2.68314193939888
S41,21616,S41,S41,Shannon,2.68060353251222
S41,24704,S41,S41,Shannon,2.68121996577624
S41,27792,S41,S41,Shannon,2.6811823026767
S41,30880,S41,S41,Shannon,2.67421319835877
S41,33968,S41,S41,Shannon,2.67201209150453
S41,37056,S41,S41,Shannon,2.67204224659533
S41,40144,S41,S41,Shannon,2.67022064011563
S41,43232,S41,S41,Shannon,2.66926484728256
S41,46320,S41,S41,Shannon,2.66882955549019
S41,49408,S41,S41,Shannon,2.66854814277163
S41,52496,S41,S41,Shannon,2.66736406433067
S41,55584,S41,S41,Shannon,2.66969046603371
S41,58672,S41,S41,Shannon,2.67071498039429
S41,61760,S41,S41,Shannon,2.67277514670781
S41,64848,S41,S41,Shannon,2.67266710005757
S41,67936,S41,S41,Shannon,2.67164875974042
S41,71024,S41,S41,Shannon,2.67043338099344
S41,74112,S41,S41,Shannon,2.67261756723318
S41,77200,S41,S41,Shannon,2.6713946701593
S41,80288,S41,S41,Shannon,2.67052918691648
S41,83376,S41,S41,Shannon,2.67044994923254
S41,86464,S41,S41,Shannon,2.67090241409412
S41,89552,S41,S41,Shannon,2.67116488641078
S41,92640,S41,S41,Shannon,2.67075900194865
S41,95728,S41,S41,Shannon,2.67064537944382
S41,98816,S41,S41,Shannon,2.67058112950734
S41,101904,S41,S41,Shannon,2.67068269857112
S41,104992,S41,S41,Shannon,2.66948507021594
S41,108080,S41,S41,Shannon,2.66921448129466
S41,111168,S41,S41,Shannon,2.6686593701963
S41,114256,S41,S41,Shannon,2.66901829451429
S41,117344,S41,S41,Shannon,2.66920098823003
S41,120432,S41,S41,Shannon,2.66914827331722
S41,123520,S41,S41,Shannon,2.66933041372781
S41,126608,S41,S41,Shannon,2.66904246707085
S41,129696,S41,S41,Shannon,2.66818716037908
S41,132784,S41,S41,Shannon,2.66865772399033
S41,135872,S41,S41,Shannon,2.66937474676442
S41,138960,S41,S41,Shannon,2.66954581100224
S41,142048,S41,S41,Shannon,2.66898440711397
S41,145136,S41,S41,Shannon,2.66914188960622
S41,148224,S41,S41,Shannon,2.66933971365399
S41,151312,S41,S41,Shannon,2.66956822375597
S41,154400,S41,S41,Shannon,2.66953890679654
S41,154400,S41,S41,Shannon,2.66953890679654
S42,3088,S42,S42,Shannon,2.7044816677697
S42,6176,S42,S42,Shannon,2.69674215150142
S42,9264,S42,S42,Shannon,2.71086793647398
S42,12352,S42,S42,Shannon,2.71536003545291
S42,15440,S42,S42,Shannon,2.72043192234759
S42,18528,S42,S42,Shannon,2.72601584379642
S42,21616,S42,S42,Shannon,2.72322307342317
S42,24704,S42,S42,Shannon,2.72455047276834
S42,27792,S42,S42,Shannon,2.72415126164983
S42,30880,S42,S42,Shannon,2.71599383189633
S42,33968,S42,S42,Shannon,2.71337304764141
S42,37056,S42,S42,Shannon,2.71333910764354
S42,40144,S42,S42,Shannon,2.71192191849057
S42,43232,S42,S42,Shannon,2.71094321411227
S42,46320,S42,S42,Shannon,2.710643964201
S42,49408,S42,S42,Shannon,2.71047999996303
S42,52496,S42,S42,Shannon,2.70964107582685
S42,55584,S42,S42,Shannon,2.71191229461133
S42,58672,S42,S42,Shannon,2.71265071057097
S42,61760,S42,S42,Shannon,2.71476781343407
S42,64848,S42,S42,Shannon,2.71437289385677
S42,67936,S42,S42,Shannon,2.71301174382859
S42,71024,S42,S42,Shannon,2.71181118248691
S42,74112,S42,S42,Shannon,2.71412706246713
S42,77200,S42,S42,Shannon,2.71264852243884
S42,80288,S42,S42,Shannon,2.71161765470714
S42,83376,S42,S42,Shannon,2.71167673048251
S42,86464,S42,S42,Shannon,2.71220442963262
S42,89552,S42,S42,Shannon,2.71258054515878
S42,92640,S42,S42,Shannon,2.71196436984365
S42,95728,S42,S42,Shannon,2.71166442375445
S42,98816,S42,S42,Shannon,2.71162589819455
S42,101904,S42,S42,Shannon,2.71160929855259
S42,104992,S42,S42,Shannon,2.71024723254992
S42,108080,S42,S42,Shannon,2.71004699307149
S42,111168,S42,S42,Shannon,2.70953173307901
S42,114256,S42,S42,Shannon,2.70995213075557
S42,117344,S42,S42,Shannon,2.71025106027013
S42,120432,S42,S42,Shannon,2.70996025517691
S42,123520,S42,S42,Shannon,2.71016624921332
S42,126608,S42,S42,Shannon,2.7096641611634
S42,129696,S42,S42,Shannon,2.70899396451843
S42,132784,S42,S42,Shannon,2.7095656075335
S42,135872,S42,S42,Shannon,2.71027097069113
S42,138960,S42,S42,Shannon,2.71051092934094
S42,142048,S42,S42,Shannon,2.70993870310484
S42,145136,S42,S42,Shannon,2.7101658751575
S42,148224,S42,S42,Shannon,2.71050784112857
S42,151312,S42,S42,Shannon,2.71076527828117
S42,154400,S42,S42,Shannon,2.71070148356065
S42,154400,S42,S42,Shannon,2.71070148356065
S43,3088,S43,S43,Shannon,2.80862888182004
S43,6176,S43,S43,Shannon,2.80391581398047
S43,9264,S43,S43,Shannon,2.81946915653578
S43,12352,S43,S43,Shannon,2.82446843051461
S43,15440,S43,S43,Shannon,2.82965574348362
S43,18528,S43,S43,Shannon,2.83610533361691
S43,21616,S43,S43,Shannon,2.83372993350709
S43,24704,S43,S43,Shannon,2.83455750051406
S43,27792,S43,S43,Shannon,2.83535438768697
S43,30880,S43,S43,Shannon,2.82789903361635
S43,33968,S43,S43,Shannon,2.8256546852287
S43,37056,S43,S43,Shannon,2.82572699306915
S43,40144,S43,S43,Shannon,2.8243497629298
S43,43232,S43,S43,Shannon,2.82328319862011
S43,46320,S43,S43,Shannon,2.82319041146055
S43,49408,S43,S43,Shannon,2.82302668333926
S43,52496,S43,S43,Shannon,2.82225250510433
S43,55584,S43,S43,Shannon,2.82453894844756
S43,58672,S43,S43,Shannon,2.82543419192886
S43,61760,S43,S43,Shannon,2.82757008646332
S43,64848,S43,S43,Shannon,2.82721135752622
S43,67936,S43,S43,Shannon,2.82609807405551
S43,71024,S43,S43,Shannon,2.82471412546634
S43,74112,S43,S43,Shannon,2.82685690677253
S43,77200,S43,S43,Shannon,2.82549449390843
S43,80288,S43,S43,Shannon,2.82480099695292
S43,83376,S43,S43,Shannon,2.8248325781411
S43,86464,S43,S43,Shannon,2.82539310493245
S43,89552,S43,S43,Shannon,2.82570107892781
S43,92640,S43,S43,Shannon,2.82498898010278
S43,95728,S43,S43,Shannon,2.82493128592258
S43,98816,S43,S43,Shannon,2.82490464705753
S43,101904,S43,S43,Shannon,2.82496558235243
S43,104992,S43,S43,Shannon,2.82364230279223
S43,108080,S43,S43,Shannon,2.82339516929831
S43,111168,S43,S43,Shannon,2.82276397425086
S43,114256,S43,S43,Shannon,2.82316767453192
S43,117344,S43,S43,Shannon,2.82344801152862
S43,120432,S43,S43,Shannon,2.82332250498103
S43,123520,S43,S43,Shannon,2.82345436044178
S43,126608,S43,S43,Shannon,2.8231205019676
S43,129696,S43,S43,Shannon,2.82228180855112
S43,132784,S43,S43,Shannon,2.82270301891017
S43,135872,S43,S43,Shannon,2.82345702947849
S43,138960,S43,S43,Shannon,2.8236029696847
S43,142048,S43,S43,Shannon,2.82292587380649
S43,145136,S43,S43,Shannon,2.82302752905631
S43,148224,S43,S43,Shannon,2.82331518129083
S43,151312,S43,S43,Shannon,2.82365155569183
S43,154400,S43,S43,Shannon,2.82366716912244
S43,154400,S43,S43,Shannon,2.82366716912244
